fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,6,2514
5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,6,2515
6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6,2516
6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,6,2517
5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5,2518
7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6,2519
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,2520
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,2521
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,2522
6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5,2523
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,2524
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,2525
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,2526
6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6,2527
8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6,5,2528
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,2529
7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6,2530
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,2531
6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,6,2532
7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,5,2533
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4,2534
6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,5,2535
5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,5,2536
6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6,2537
7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3,2538
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,2539
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,2540
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,2541
6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7,2542
7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,6,2543
9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,5,2544
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,2545
6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6,2546
7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,6,2547
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,2548
6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6,2549
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,2550
8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6,2551
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,2552
6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7,2553
7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7,2554
6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,4,2555
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,2556
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,2557
6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,7,2558
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,2559
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,2560
6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8,2561
7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6,2562
7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,2563
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,2564
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,2565
5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,2566
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,2567
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5,2568
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,2569
6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7,2570
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,2571
7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,5,2572
6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5,2573
6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,7,2574
6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5,2575
6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,5,2576
5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5,2577
7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,7,2578
8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6,2579
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,2580
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,2581
6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7,2582
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,2583
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,2584
6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,5,2585
8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6,2586
7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4,2587
7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6,2588
7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6,2589
7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7,2590
7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5,2591
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,2592
7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6,2593
6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,5,2594
7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6,2595
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,2596
8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8,4,2597
6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5,2598
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,2599
6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6,2600
6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6,2601
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,2602
6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7,2603
7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5,2604
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,6,2605
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,2606
6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,6,2607
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,2608
7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7,2609
6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,7,2610
4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,5,2611
5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7,2612
7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,6,2613
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8,2614
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,2615
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,2616
6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,5,2617
5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4,2618
4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7,2619
7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7,2620
5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6,2621
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,2622
6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7,2623
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,2624
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6,2625
6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6,2626
6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7,2627
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,2628
6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,5,2629
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,2630
6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6,2631
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,2632
6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,6,2633
6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6,2634
7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6,2635
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,2636
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,2637
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,2638
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,2639
6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,6,2640
6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6,2641
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,2642
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,2643
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,2644
5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,2645
7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,5,2646
7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7,5,2647
5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6,2648
6.4,0.21,0.5,11.6,0.042,45,153,0.9972,3.15,0.43,8.8,5,2649
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,2650
9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5,2651
6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6,2652
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,2653
6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,6,2654
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,2655
6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7,2656
6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,5,2657
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,2658
7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,5,2659
6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6,2660
6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,6,2661
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,2662
7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,6,2663
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,2664
7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,7,2665
7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6,2666
6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,7,2667
5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,8,2668
6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,5,2669
8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5,2670
6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,2671
6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6,2672
6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,6,2673
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,2674
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,2675
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,2676
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,2677
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5,2678
6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6,2679
6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8,2680
8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5,2681
7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,2682
6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6,2683
7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,2684
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,2685
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,2686
6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,5,2687
10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,2688
5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,2689
6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6,2690
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,2691
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,2692
7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,2693
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,2694
7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6,2695
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6,2696
8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,2697
8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6,2698
7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6,2699
6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,2700
5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,4,2701
6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6,2702
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,2703
6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7,2704
6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6,2705
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,2706
6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5,2707
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7,2708
6.7,0.25,0.34,12.85,0.048,30,161,0.9986,3.44,0.47,9.5,6,2709
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6,2710
7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5,2711
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,2712
8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5,2713
7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7,2714
7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6,2715
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,2716
7.1,0.24,0.34,1.2,0.045,6,132,0.99132,3.16,0.46,11.2,4,2717
6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7,2718
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,2719
6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7,2720
6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5,2721
6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5,2722
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,2723
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,2724
6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,2725
6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6,2726
6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,2727
6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,2728
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,2729
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4,2730
7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6,2731
6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6,2732
6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5,2733
6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,4,2734
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,2735
7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,7,2736
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,2737
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,2738
7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,6,2739
5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,5,2740
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6,2741
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,2742
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,2743
7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,2744
8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6,2745
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,2746
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,2747
6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4,2748
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,2749
5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7,2750
8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7,2751
6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,6,2752
6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5,2753
6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7,2754
7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7,2755
7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6,2756
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,2757
6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5,2758
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,2759
6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6,2760
8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5,2761
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,2762
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,2763
6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7,2764
7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7,2765
6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6,2766
7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6,2767
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.73333333333333,5,2768
6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6,2769
8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,6,2770
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,2771
6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5,2772
6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,5,2773
9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7,2774
5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,2775
6.3,0.6,0.44,11,0.05,50,245,0.9972,3.19,0.57,9.3,4,2776
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,2777
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,2778
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,2779
7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6,2780
5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,2781
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,2782
8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7,2783
7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6,2784
6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7,2785
6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5,2786
5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3,2787
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,2788
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,2789
7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7,2790
6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6,2791
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4,2792
5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6,2793
5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6,2794
7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,5,2795
6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5,2796
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,2797
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,2798
8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5,2799
7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5,2800
5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6,2801
7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,5,2802
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8,2803
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,2804
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,2805
8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,5,2806
6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6,2807
6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,6,2808
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,2809
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,2810
6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4,2811
7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5,2812
6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,2813
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,2814
6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5,2815
6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,5,2816
7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,2817
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,2818
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,2819
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,2820
